,pipeline,accuracy
125,"Pipeline(steps=[('data-pre-processor', VarianceThreshold()),
                ('learner',
                 HistGradientBoostingClassifier(early_stopping=True,
                                                l2_regularization=0.0698547900814,
                                                learning_rate=0.333283062248,
                                                max_iter=512,
                                                max_leaf_nodes=298,
                                                min_samples_leaf=7,
                                                validation_fraction=0.3609739156284,
                                                warm_start=True))])",0.9941
0,"Pipeline(steps=[('learner', ExtraTreesClassifier())])",0.9928
17,"Pipeline(steps=[('data-pre-processor', Normalizer()),
                ('learner', HistGradientBoostingClassifier())])",0.9928
78,"Pipeline(steps=[('data-pre-processor', VarianceThreshold()),
                ('learner',
                 HistGradientBoostingClassifier(early_stopping=True,
                                                l2_regularization=0.9888855080208,
                                                learning_rate=0.1076577551038,
                                                max_iter=512, max_leaf_nodes=30,
                                                min_samples_leaf=19,
                                                n_iter_no_change=4,
                                                validation_fraction=0.2832395942796,
                                                warm_start=True))])",0.9928
118,"Pipeline(steps=[('data-pre-processor', VarianceThreshold()),
                ('learner',
                 HistGradientBoostingClassifier(early_stopping=True,
                                                l2_regularization=0.0007024815817,
                                                learning_rate=0.310546879995,
                                                max_iter=512, max_leaf_nodes=3,
                                                min_samples_leaf=4,
                                                n_iter_no_change=15,
                                                validation_fraction=0.3157802931351,
                                                warm_start=True))])",0.9922
1,"Pipeline(steps=[('learner', RandomForestClassifier())])",0.9922
119,"Pipeline(steps=[('data-pre-processor', VarianceThreshold()),
                ('learner',
                 HistGradientBoostingClassifier(early_stopping=False,
                                                l2_regularization=7.8407e-08,
                                                learning_rate=0.2959982872934,
                                                max_iter=512, max_leaf_nodes=7,
                                                min_samples_leaf=61,
                                                n_iter_no_change=1,
                                                validation_fraction=None,
                                                warm_start=True))])",0.9915
86,"Pipeline(steps=[('data-pre-processor', VarianceThreshold()),
                ('learner',
                 HistGradientBoostingClassifier(early_stopping=True,
                                                l2_regularization=0.5309314160723,
                                                learning_rate=0.1376176456666,
                                                max_iter=512, max_leaf_nodes=4,
                                                min_samples_leaf=15,
                                                n_iter_no_change=9,
                                                validation_fraction=0.0379377935727,
                                                warm_start=True))])",0.9909
88,"Pipeline(steps=[('data-pre-processor', VarianceThreshold()),
                ('learner',
                 HistGradientBoostingClassifier(early_stopping=True,
                                                l2_regularization=2.65701535e-05,
                                                learning_rate=0.3264139922164,
                                                max_iter=512, max_leaf_nodes=4,
                                                min_samples_leaf=43,
                                                n_iter_no_change=13,
                                                validation_fraction=0.2822529692698,
                                                warm_start=True))])",0.9889
76,"Pipeline(steps=[('data-pre-processor', VarianceThreshold()),
                ('learner',
                 HistGradientBoostingClassifier(early_stopping=True,
                                                l2_regularization=0.00015847805,
                                                learning_rate=0.0400162728959,
                                                max_iter=512, max_leaf_nodes=4,
                                                min_samples_leaf=6,
                                                n_iter_no_change=13,
                                                validation_fraction=None,
                                                warm_start=True))])",0.985
38,"Pipeline(steps=[('data-pre-processor', VarianceThreshold()),
                ('learner',
                 HistGradientBoostingClassifier(early_stopping=True,
                                                l2_regularization=0.1968740808462,
                                                learning_rate=0.0239956286977,
                                                max_iter=512, max_leaf_nodes=5,
                                                min_samples_leaf=3,
                                                n_iter_no_change=2,
                                                validation_fraction=0.2646002879621,
                                                warm_start=True))])",0.985
41,"Pipeline(steps=[('data-pre-processor', VarianceThreshold()),
                ('learner',
                 HistGradientBoostingClassifier(early_stopping=False,
                                                l2_regularization=5.34460494e-05,
                                                learning_rate=0.0182084473145,
                                                max_iter=512, max_leaf_nodes=5,
                                                min_samples_leaf=14,
                                                n_iter_no_change=1,
                                                validation_fraction=None,
                                                warm_start=True))])",0.9818
37,"Pipeline(steps=[('data-pre-processor', VarianceThreshold()),
                ('learner',
                 HistGradientBoostingClassifier(early_stopping=True,
                                                l2_regularization=0.0009276974717,
                                                learning_rate=0.4542583202694,
                                                max_iter=512,
                                                max_leaf_nodes=810,
                                                min_samples_leaf=105,
                                                n_iter_no_change=15,
                                                validation_fraction=None,
                                                warm_start=True))])",0.9811
10,"Pipeline(steps=[('learner', SVC())])",0.9792
28,"Pipeline(steps=[('feature-pre-processor', PCA()),
                ('learner', HistGradientBoostingClassifier())])",0.9785
126,"Pipeline(steps=[('data-pre-processor', VarianceThreshold()),
                ('learner',
                 HistGradientBoostingClassifier(early_stopping=False,
                                                l2_regularization=2.00604e-08,
                                                learning_rate=0.5620732470548,
                                                max_iter=512, max_leaf_nodes=86,
                                                min_samples_leaf=114,
                                                n_iter_no_change=1,
                                                validation_fraction=None,
                                                warm_start=True))])",0.9772
49,"Pipeline(steps=[('data-pre-processor', VarianceThreshold()),
                ('learner',
                 HistGradientBoostingClassifier(early_stopping=True,
                                                l2_regularization=5.57062e-08,
                                                learning_rate=0.1724647883219,
                                                max_iter=512,
                                                max_leaf_nodes=136,
                                                min_samples_leaf=128,
                                                n_iter_no_change=17,
                                                validation_fraction=None,
                                                warm_start=True))])",0.9753
51,"Pipeline(steps=[('data-pre-processor', VarianceThreshold()),
                ('learner',
                 HistGradientBoostingClassifier(early_stopping=True,
                                                l2_regularization=2.28823e-08,
                                                learning_rate=0.2412262268833,
                                                max_iter=512,
                                                max_leaf_nodes=558,
                                                min_samples_leaf=123,
                                                n_iter_no_change=1,
                                                validation_fraction=None,
                                                warm_start=True))])",0.9753
44,"Pipeline(steps=[('data-pre-processor', VarianceThreshold()),
                ('learner',
                 HistGradientBoostingClassifier(early_stopping=True,
                                                l2_regularization=1.65811e-08,
                                                learning_rate=0.0254372375835,
                                                max_iter=512,
                                                max_leaf_nodes=1909,
                                                min_samples_leaf=102,
                                                n_iter_no_change=16,
                                                validation_fraction=None,
                                                warm_start=True))])",0.9746
102,"Pipeline(steps=[('data-pre-processor', VarianceThreshold()),
                ('learner',
                 HistGradientBoostingClassifier(early_stopping=True,
                                                l2_regularization=4.21254e-06,
                                                learning_rate=0.33579368968,
                                                max_iter=512,
                                                max_leaf_nodes=190,
                                                min_samples_leaf=129,
                                                n_iter_no_change=17,
                                                validation_fraction=None,
                                                warm_start=True))])",0.974
13,"Pipeline(steps=[('learner', LogisticRegression())])",0.972
11,"Pipeline(steps=[('learner', SVC(kernel='poly'))])",0.9707
108,"Pipeline(steps=[('data-pre-processor', VarianceThreshold()),
                ('learner',
                 HistGradientBoostingClassifier(early_stopping=False,
                                                l2_regularization=1.60450363e-05,
                                                learning_rate=0.0366563944952,
                                                max_iter=512,
                                                max_leaf_nodes=224,
                                                min_samples_leaf=177,
                                                n_iter_no_change=1,
                                                validation_fraction=None,
                                                warm_start=True))])",0.9707
89,"Pipeline(steps=[('data-pre-processor', VarianceThreshold()),
                ('learner',
                 HistGradientBoostingClassifier(early_stopping=True,
                                                l2_regularization=0.0111196184987,
                                                learning_rate=0.3368981768745,
                                                max_iter=512, max_leaf_nodes=3,
                                                min_samples_leaf=26,
                                                n_iter_no_change=3,
                                                validation_fraction=0.0201266763945,
                                                warm_start=True))])",0.9694
45,"Pipeline(steps=[('data-pre-processor', VarianceThreshold()),
                ('learner',
                 HistGradientBoostingClassifier(early_stopping=False,
                                                l2_regularization=0.0639169152053,
                                                learning_rate=0.272115114685,
                                                max_iter=512, max_leaf_nodes=5,
                                                min_samples_leaf=156,
                                                n_iter_no_change=1,
                                                validation_fraction=None,
                                                warm_start=True))])",0.9694
71,"Pipeline(steps=[('data-pre-processor', VarianceThreshold()),
                ('learner',
                 HistGradientBoostingClassifier(early_stopping=False,
                                                l2_regularization=0.0050435113995,
                                                learning_rate=0.0641420828142,
                                                max_iter=512,
                                                max_leaf_nodes=1942,
                                                min_samples_leaf=194,
                                                n_iter_no_change=1,
                                                validation_fraction=None,
                                                warm_start=True))])",0.9681
123,"Pipeline(steps=[('data-pre-processor', VarianceThreshold()),
                ('learner',
                 HistGradientBoostingClassifier(early_stopping=True,
                                                l2_regularization=5.112923e-06,
                                                learning_rate=0.0402485416264,
                                                max_iter=512,
                                                max_leaf_nodes=1298,
                                                min_samples_leaf=151,
                                                n_iter_no_change=19,
                                                validation_fraction=None,
                                                warm_start=True))])",0.9674
9,"Pipeline(steps=[('learner', SVC(kernel='linear'))])",0.9668
84,"Pipeline(steps=[('data-pre-processor', VarianceThreshold()),
                ('learner',
                 HistGradientBoostingClassifier(early_stopping=True,
                                                l2_regularization=0.0001430351195,
                                                learning_rate=0.209931682076,
                                                max_iter=512, max_leaf_nodes=11,
                                                min_samples_leaf=170,
                                                n_iter_no_change=3,
                                                validation_fraction=None,
                                                warm_start=True))])",0.9668
87,"Pipeline(steps=[('data-pre-processor', VarianceThreshold()),
                ('learner',
                 HistGradientBoostingClassifier(early_stopping=False,
                                                l2_regularization=0.0004217858848,
                                                learning_rate=0.5847037028882,
                                                max_iter=512, max_leaf_nodes=22,
                                                min_samples_leaf=174,
                                                n_iter_no_change=1,
                                                validation_fraction=None,
                                                warm_start=True))])",0.9642
36,"Pipeline(steps=[('data-pre-processor', VarianceThreshold()),
                ('learner',
                 HistGradientBoostingClassifier(early_stopping=True,
                                                l2_regularization=4.415297e-07,
                                                learning_rate=0.0139316857502,
                                                max_iter=512, max_leaf_nodes=24,
                                                min_samples_leaf=180,
                                                n_iter_no_change=15,
                                                validation_fraction=None,
                                                warm_start=True))])",0.9629
70,"Pipeline(steps=[('data-pre-processor', VarianceThreshold()),
                ('learner',
                 HistGradientBoostingClassifier(early_stopping=True,
                                                l2_regularization=0.0273703038492,
                                                learning_rate=0.113448463751,
                                                max_iter=512, max_leaf_nodes=21,
                                                min_samples_leaf=122,
                                                n_iter_no_change=2,
                                                validation_fraction=0.0172053945881,
                                                warm_start=True))])",0.9564
98,"Pipeline(steps=[('data-pre-processor', VarianceThreshold()),
                ('learner',
                 HistGradientBoostingClassifier(early_stopping=True,
                                                l2_regularization=0.0016888255068,
                                                learning_rate=0.0257777191537,
                                                max_iter=512, max_leaf_nodes=3,
                                                min_samples_leaf=1,
                                                n_iter_no_change=7,
                                                validation_fraction=0.2053663768354,
                                                warm_start=True))])",0.9531
7,"Pipeline(steps=[('learner', LinearDiscriminantAnalysis())])",0.9512
113,"Pipeline(steps=[('data-pre-processor', VarianceThreshold()),
                ('learner',
                 HistGradientBoostingClassifier(early_stopping=False,
                                                l2_regularization=0.0013291604152,
                                                learning_rate=0.0194899668237,
                                                max_iter=512, max_leaf_nodes=3,
                                                min_samples_leaf=1,
                                                n_iter_no_change=1,
                                                validation_fraction=None,
                                                warm_start=True))])",0.9473
6,"Pipeline(steps=[('learner', KNeighborsClassifier())])",0.9355
30,"Pipeline(steps=[('feature-pre-processor', SelectPercentile()),
                ('learner', HistGradientBoostingClassifier())])",0.9017
12,"Pipeline(steps=[('learner', SVC(kernel='sigmoid'))])",0.8952
3,"Pipeline(steps=[('learner', BernoulliNB())])",0.8822
32,"Pipeline(steps=[('data-pre-processor', VarianceThreshold()),
                ('learner',
                 HistGradientBoostingClassifier(early_stopping=False,
                                                l2_regularization=4.266e-10,
                                                learning_rate=0.9962764559086,
                                                max_iter=512, max_leaf_nodes=16,
                                                min_samples_leaf=2,
                                                n_iter_no_change=1,
                                                validation_fraction=None,
                                                warm_start=True))])",0.8372
8,"Pipeline(steps=[('learner', QuadraticDiscriminantAnalysis())])",0.6921
31,"Pipeline(steps=[('feature-pre-processor', GenericUnivariateSelect()),
                ('learner', HistGradientBoostingClassifier())])",0.6589
5,"Pipeline(steps=[('learner', GaussianNB())])",0.6354
15,"Pipeline(steps=[('learner', MultinomialNB())])",
16,"Pipeline(steps=[('data-pre-processor', MinMaxScaler()),
                ('learner', HistGradientBoostingClassifier())])",
18,"Pipeline(steps=[('data-pre-processor', PowerTransformer()),
                ('learner', HistGradientBoostingClassifier())])",
19,"Pipeline(steps=[('data-pre-processor', QuantileTransformer()),
                ('learner', HistGradientBoostingClassifier())])",
20,"Pipeline(steps=[('data-pre-processor', RobustScaler()),
                ('learner', HistGradientBoostingClassifier())])",
21,"Pipeline(steps=[('data-pre-processor', StandardScaler()),
                ('learner', HistGradientBoostingClassifier())])",
24,"Pipeline(steps=[('feature-pre-processor', FeatureAgglomeration()),
                ('learner', HistGradientBoostingClassifier())])",
25,"Pipeline(steps=[('feature-pre-processor', KernelPCA()),
                ('learner', HistGradientBoostingClassifier())])",
26,"Pipeline(steps=[('feature-pre-processor', RBFSampler()),
                ('learner', HistGradientBoostingClassifier())])",
27,"Pipeline(steps=[('feature-pre-processor', Nystroem()),
                ('learner', HistGradientBoostingClassifier())])",
29,"Pipeline(steps=[('feature-pre-processor', PolynomialFeatures()),
                ('learner', HistGradientBoostingClassifier())])",
