,pipeline,accuracy
63,"Pipeline(steps=[('data-pre-processor',
                 RobustScaler(copy=False,
                              quantile_range=(0.0224047572029,
                                              0.8691313464086))),
                ('learner',
                 SVC(C=107.8555364140842, coef0=-0.3158301916652,
                     gamma=0.0236532597113, kernel='sigmoid', shrinking=False,
                     tol=0.0006638161237))])",0.2569
62,"Pipeline(steps=[('data-pre-processor',
                 RobustScaler(copy=False,
                              quantile_range=(0.1124645287384,
                                              0.7105238993862))),
                ('learner',
                 SVC(C=64.7224606693537, coef0=0.7724530728937,
                     gamma=0.04548052838, kernel='sigmoid', shrinking=False,
                     tol=0.0015525107517))])",0.2556
83,"Pipeline(steps=[('data-pre-processor',
                 RobustScaler(copy=False,
                              quantile_range=(0.1221508818583,
                                              0.7908661342133))),
                ('learner',
                 SVC(C=3.312394873286, coef0=-0.5572843742035,
                     gamma=0.6234281269602, kernel='sigmoid',
                     tol=0.0667432099607))])",0.255
72,"Pipeline(steps=[('data-pre-processor',
                 RobustScaler(copy=False,
                              quantile_range=(0.2481288389303,
                                              0.7103332963351))),
                ('learner',
                 SVC(C=13.4570402998577, coef0=0.7102701637006,
                     gamma=0.0172894106987, kernel='sigmoid',
                     tol=0.0001880521849))])",0.2544
88,"Pipeline(steps=[('data-pre-processor',
                 RobustScaler(copy=False,
                              quantile_range=(0.1527472251116,
                                              0.9964016794122))),
                ('learner',
                 SVC(C=0.2350977576729, coef0=0.1535579907651,
                     gamma=0.0012521800395, kernel='sigmoid',
                     tol=6.64235009e-05))])",0.2525
105,"Pipeline(steps=[('data-pre-processor',
                 RobustScaler(copy=False,
                              quantile_range=(0.1599517514385,
                                              0.7065666107293))),
                ('learner',
                 SVC(C=55.7269093823372, coef0=0.2110399118856,
                     gamma=0.0001911993944, kernel='sigmoid',
                     tol=7.73220899e-05))])",0.2462
37,"Pipeline(steps=[('data-pre-processor',
                 RobustScaler(copy=False,
                              quantile_range=(0.1594959078015,
                                              0.8695577164676))),
                ('learner',
                 SVC(C=22.1876573778172, coef0=0.04994908614,
                     gamma=5.4401851585544, kernel='sigmoid',
                     tol=0.0032697672387))])",0.2438
57,"Pipeline(steps=[('data-pre-processor',
                 RobustScaler(copy=False,
                              quantile_range=(0.1774997128486,
                                              0.8679327969331))),
                ('learner',
                 SVC(C=0.1482271423973, coef0=-0.2286750257373,
                     gamma=0.0971082491027, kernel='sigmoid', shrinking=False,
                     tol=0.0176738581761))])",0.2388
102,"Pipeline(steps=[('data-pre-processor',
                 RobustScaler(copy=False,
                              quantile_range=(0.007723005785,
                                              0.7136368218972))),
                ('learner',
                 SVC(C=0.0526285484038, coef0=0.6098934786802,
                     gamma=0.8305130644169, kernel='sigmoid',
                     tol=0.0306163833804))])",0.2306
51,"Pipeline(steps=[('data-pre-processor',
                 RobustScaler(copy=False,
                              quantile_range=(0.1498957676871,
                                              0.864068741294))),
                ('learner',
                 SVC(C=0.070761149177, coef0=-0.7059766992067,
                     gamma=0.5582435073331, kernel='sigmoid',
                     tol=2.85546986e-05))])",0.2288
61,"Pipeline(steps=[('data-pre-processor',
                 RobustScaler(copy=False,
                              quantile_range=(0.0167828753966,
                                              0.7935847129519))),
                ('learner',
                 SVC(C=0.3861423641178, coef0=0.6444085436496,
                     gamma=0.2765438986395, kernel='sigmoid', shrinking=False,
                     tol=0.0012095281838))])",0.225
117,"Pipeline(steps=[('data-pre-processor',
                 RobustScaler(copy=False,
                              quantile_range=(0.1604225420687,
                                              0.8681823146676))),
                ('learner',
                 SVC(C=0.1830252201965, coef0=-0.2939056582228,
                     gamma=0.004112963025, kernel='sigmoid',
                     tol=9.69011628e-05))])",0.2244
77,"Pipeline(steps=[('data-pre-processor',
                 RobustScaler(copy=False,
                              quantile_range=(0.1101122015804,
                                              0.943419626636))),
                ('learner',
                 SVC(C=4569.611720118222, coef0=-0.8874344967338,
                     gamma=0.2748462249908, kernel='sigmoid', shrinking=False,
                     tol=0.0004429416234))])",0.2231
42,"Pipeline(steps=[('data-pre-processor',
                 RobustScaler(copy=False,
                              quantile_range=(0.0751949791714,
                                              0.9617972670578))),
                ('learner',
                 SVC(C=9603.354939832752, coef0=0.0449171059632,
                     gamma=0.0014576051744, kernel='sigmoid', shrinking=False,
                     tol=0.000225271123))])",0.2212
50,"Pipeline(steps=[('data-pre-processor',
                 RobustScaler(copy=False,
                              quantile_range=(0.1914904032193,
                                              0.9403578390212))),
                ('learner',
                 SVC(C=843.3615001957429, coef0=0.4313939006363,
                     gamma=4.32430689e-05, kernel='sigmoid',
                     tol=0.0002154983737))])",0.1894
128,"Pipeline(steps=[('data-pre-processor',
                 RobustScaler(copy=False,
                              quantile_range=(0.2825171483863,
                                              0.7823972304547))),
                ('learner',
                 SVC(C=12783.595526718103, coef0=-0.0252607008151,
                     gamma=0.0057466106428, kernel='sigmoid', shrinking=False,
                     tol=0.0040161555329))])",0.1606
101,"Pipeline(steps=[('data-pre-processor',
                 RobustScaler(copy=False,
                              quantile_range=(0.2328445727081,
                                              0.7001766178714))),
                ('learner',
                 SVC(C=0.507767287111, coef0=-0.5364086792296,
                     gamma=0.1417203782106, kernel='sigmoid',
                     tol=0.0002171064724))])",0.1575
107,"Pipeline(steps=[('data-pre-processor',
                 RobustScaler(copy=False,
                              quantile_range=(0.0765539843654,
                                              0.7596293398796))),
                ('learner',
                 SVC(C=0.2768822306335, coef0=-0.5013378816566,
                     gamma=0.8484226163492, kernel='sigmoid',
                     tol=1.56513342e-05))])",0.1544
15,"Pipeline(steps=[('learner', MultinomialNB())])",
25,"Pipeline(steps=[('data-pre-processor', RobustScaler()),
                ('feature-pre-processor', KernelPCA()),
                ('learner', SVC(kernel='linear'))])",
26,"Pipeline(steps=[('data-pre-processor', RobustScaler()),
                ('feature-pre-processor', RBFSampler()),
                ('learner', SVC(kernel='linear'))])",
27,"Pipeline(steps=[('data-pre-processor', RobustScaler()),
                ('feature-pre-processor', Nystroem()),
                ('learner', SVC(kernel='linear'))])",
28,"Pipeline(steps=[('data-pre-processor', RobustScaler()),
                ('feature-pre-processor', PCA()),
                ('learner', SVC(kernel='linear'))])",
29,"Pipeline(steps=[('data-pre-processor', RobustScaler()),
                ('feature-pre-processor', PolynomialFeatures()),
                ('learner', SVC(kernel='linear'))])",
