,pipeline,accuracy
98,"Pipeline(steps=[('data-pre-processor', VarianceThreshold()),
                ('learner',
                 HistGradientBoostingClassifier(early_stopping=True,
                                                l2_regularization=2.491695e-07,
                                                learning_rate=0.0120239092574,
                                                max_iter=512, max_leaf_nodes=15,
                                                min_samples_leaf=123,
                                                n_iter_no_change=5,
                                                validation_fraction=0.3072231673847,
                                                warm_start=True))])",0.6498
32,"Pipeline(steps=[('data-pre-processor', VarianceThreshold()),
                ('learner',
                 HistGradientBoostingClassifier(early_stopping=True,
                                                l2_regularization=0.0005117693181,
                                                learning_rate=0.121035949497,
                                                max_iter=512, max_leaf_nodes=3,
                                                min_samples_leaf=3,
                                                n_iter_no_change=15,
                                                validation_fraction=0.2655469253071,
                                                warm_start=True))])",0.6496
36,"Pipeline(steps=[('data-pre-processor', VarianceThreshold()),
                ('learner',
                 HistGradientBoostingClassifier(early_stopping=True,
                                                l2_regularization=0.12283130113,
                                                learning_rate=0.0624136332428,
                                                max_iter=512, max_leaf_nodes=4,
                                                min_samples_leaf=41,
                                                n_iter_no_change=16,
                                                validation_fraction=None,
                                                warm_start=True))])",0.6494
60,"Pipeline(steps=[('data-pre-processor', VarianceThreshold()),
                ('learner',
                 HistGradientBoostingClassifier(early_stopping=True,
                                                l2_regularization=2.8394422e-06,
                                                learning_rate=0.0242851344244,
                                                max_iter=512, max_leaf_nodes=6,
                                                min_samples_leaf=64,
                                                n_iter_no_change=1,
                                                validation_fraction=None,
                                                warm_start=True))])",0.6492
67,"Pipeline(steps=[('data-pre-processor', VarianceThreshold()),
                ('learner',
                 HistGradientBoostingClassifier(early_stopping=False,
                                                l2_regularization=5.999254e-07,
                                                learning_rate=0.011270990502,
                                                max_iter=512, max_leaf_nodes=10,
                                                min_samples_leaf=37,
                                                n_iter_no_change=1,
                                                validation_fraction=None,
                                                warm_start=True))])",0.6476
58,"Pipeline(steps=[('data-pre-processor', VarianceThreshold()),
                ('learner',
                 HistGradientBoostingClassifier(early_stopping=False,
                                                l2_regularization=0.0019048720064,
                                                learning_rate=0.4454020554814,
                                                max_iter=512,
                                                max_leaf_nodes=177,
                                                min_samples_leaf=46,
                                                n_iter_no_change=1,
                                                validation_fraction=None,
                                                warm_start=True))])",0.6448
100,"Pipeline(steps=[('data-pre-processor', VarianceThreshold()),
                ('learner',
                 HistGradientBoostingClassifier(early_stopping=False,
                                                l2_regularization=0.0049909323178,
                                                learning_rate=0.2892138834694,
                                                max_iter=512,
                                                max_leaf_nodes=234,
                                                min_samples_leaf=4,
                                                n_iter_no_change=1,
                                                validation_fraction=None,
                                                warm_start=True))])",0.6442
84,"Pipeline(steps=[('data-pre-processor', VarianceThreshold()),
                ('learner',
                 HistGradientBoostingClassifier(early_stopping=True,
                                                l2_regularization=4.20811e-08,
                                                learning_rate=0.0512763962323,
                                                max_iter=512,
                                                max_leaf_nodes=1811,
                                                min_samples_leaf=43,
                                                n_iter_no_change=20,
                                                validation_fraction=None,
                                                warm_start=True))])",0.6441
73,"Pipeline(steps=[('data-pre-processor', VarianceThreshold()),
                ('learner',
                 HistGradientBoostingClassifier(early_stopping=False,
                                                l2_regularization=3.2475432e-06,
                                                learning_rate=0.0365647059596,
                                                max_iter=512, max_leaf_nodes=3,
                                                min_samples_leaf=104,
                                                n_iter_no_change=1,
                                                validation_fraction=None,
                                                warm_start=True))])",0.6432
65,"Pipeline(steps=[('data-pre-processor', VarianceThreshold()),
                ('learner',
                 HistGradientBoostingClassifier(early_stopping=False,
                                                l2_regularization=2.077848e-07,
                                                learning_rate=0.012782169611,
                                                max_iter=512, max_leaf_nodes=6,
                                                min_samples_leaf=17,
                                                n_iter_no_change=1,
                                                validation_fraction=None,
                                                warm_start=True))])",0.6428
90,"Pipeline(steps=[('data-pre-processor', VarianceThreshold()),
                ('learner',
                 HistGradientBoostingClassifier(early_stopping=False,
                                                l2_regularization=4.77507e-08,
                                                learning_rate=0.0329362125057,
                                                max_iter=512, max_leaf_nodes=3,
                                                min_samples_leaf=4,
                                                n_iter_no_change=1,
                                                validation_fraction=None,
                                                warm_start=True))])",0.6427
122,"Pipeline(steps=[('data-pre-processor', VarianceThreshold()),
                ('learner',
                 HistGradientBoostingClassifier(early_stopping=False,
                                                l2_regularization=0.054392327206,
                                                learning_rate=0.9440387585452,
                                                max_iter=512, max_leaf_nodes=71,
                                                min_samples_leaf=69,
                                                n_iter_no_change=1,
                                                validation_fraction=None,
                                                warm_start=True))])",0.6418
37,"Pipeline(steps=[('data-pre-processor', VarianceThreshold()),
                ('learner',
                 HistGradientBoostingClassifier(early_stopping=False,
                                                l2_regularization=0.3518039175391,
                                                learning_rate=0.2868737189665,
                                                max_iter=512,
                                                max_leaf_nodes=318,
                                                min_samples_leaf=1,
                                                n_iter_no_change=1,
                                                validation_fraction=None,
                                                warm_start=True))])",0.6415
74,"Pipeline(steps=[('data-pre-processor', VarianceThreshold()),
                ('learner',
                 HistGradientBoostingClassifier(early_stopping=True,
                                                l2_regularization=3.69411441e-05,
                                                learning_rate=0.0122635308597,
                                                max_iter=512, max_leaf_nodes=5,
                                                min_samples_leaf=1,
                                                n_iter_no_change=14,
                                                validation_fraction=None,
                                                warm_start=True))])",0.6413
97,"Pipeline(steps=[('data-pre-processor', VarianceThreshold()),
                ('learner',
                 HistGradientBoostingClassifier(early_stopping=True,
                                                l2_regularization=0.001485924088,
                                                learning_rate=0.0152105048882,
                                                max_iter=512, max_leaf_nodes=4,
                                                min_samples_leaf=125,
                                                n_iter_no_change=5,
                                                validation_fraction=None,
                                                warm_start=True))])",0.6395
17,"Pipeline(steps=[('data-pre-processor', Normalizer()),
                ('learner', HistGradientBoostingClassifier())])",0.6385
69,"Pipeline(steps=[('data-pre-processor', VarianceThreshold()),
                ('learner',
                 HistGradientBoostingClassifier(early_stopping=True,
                                                l2_regularization=5.0044e-08,
                                                learning_rate=0.07821622911,
                                                max_iter=512,
                                                max_leaf_nodes=1447,
                                                min_samples_leaf=4,
                                                n_iter_no_change=2,
                                                validation_fraction=None,
                                                warm_start=True))])",0.6341
87,"Pipeline(steps=[('data-pre-processor', VarianceThreshold()),
                ('learner',
                 HistGradientBoostingClassifier(early_stopping=False,
                                                l2_regularization=6.057694e-07,
                                                learning_rate=0.1727943413875,
                                                max_iter=512,
                                                max_leaf_nodes=767,
                                                min_samples_leaf=16,
                                                n_iter_no_change=1,
                                                validation_fraction=None,
                                                warm_start=True))])",0.631
81,"Pipeline(steps=[('data-pre-processor', VarianceThreshold()),
                ('learner',
                 HistGradientBoostingClassifier(early_stopping=False,
                                                l2_regularization=0.0458191854922,
                                                learning_rate=0.2032152331541,
                                                max_iter=512,
                                                max_leaf_nodes=691,
                                                min_samples_leaf=9,
                                                n_iter_no_change=1,
                                                validation_fraction=None,
                                                warm_start=True))])",0.6303
28,"Pipeline(steps=[('data-pre-processor', VarianceThreshold()),
                ('feature-pre-processor', PCA()),
                ('learner', HistGradientBoostingClassifier())])",0.6269
117,"Pipeline(steps=[('data-pre-processor', VarianceThreshold()),
                ('learner',
                 HistGradientBoostingClassifier(early_stopping=True,
                                                l2_regularization=0.1378533395218,
                                                learning_rate=0.2006460996832,
                                                max_iter=512,
                                                max_leaf_nodes=1158,
                                                min_samples_leaf=5,
                                                n_iter_no_change=20,
                                                validation_fraction=None,
                                                warm_start=True))])",0.6228
1,"Pipeline(steps=[('learner', RandomForestClassifier())])",0.6191
131,"Pipeline(steps=[('data-pre-processor', VarianceThreshold()),
                ('learner',
                 HistGradientBoostingClassifier(early_stopping=True,
                                                l2_regularization=0.0634379977465,
                                                learning_rate=0.4407510957243,
                                                max_iter=512,
                                                max_leaf_nodes=490,
                                                min_samples_leaf=5,
                                                n_iter_no_change=5,
                                                validation_fraction=None,
                                                warm_start=True))])",0.6189
75,"Pipeline(steps=[('data-pre-processor', VarianceThreshold()),
                ('learner',
                 HistGradientBoostingClassifier(early_stopping=True,
                                                l2_regularization=2.055437e-07,
                                                learning_rate=0.297581893513,
                                                max_iter=512,
                                                max_leaf_nodes=1429,
                                                min_samples_leaf=1,
                                                n_iter_no_change=13,
                                                validation_fraction=None,
                                                warm_start=True))])",0.6177
105,"Pipeline(steps=[('data-pre-processor', VarianceThreshold()),
                ('learner',
                 HistGradientBoostingClassifier(early_stopping=False,
                                                l2_regularization=1.1e-10,
                                                learning_rate=0.4571664139691,
                                                max_iter=512,
                                                max_leaf_nodes=901,
                                                min_samples_leaf=1,
                                                n_iter_no_change=1,
                                                validation_fraction=None,
                                                warm_start=True))])",0.6167
111,"Pipeline(steps=[('data-pre-processor', VarianceThreshold()),
                ('learner',
                 HistGradientBoostingClassifier(early_stopping=False,
                                                l2_regularization=0.3504146022345,
                                                learning_rate=0.2979217276443,
                                                max_iter=512,
                                                max_leaf_nodes=1619,
                                                min_samples_leaf=41,
                                                n_iter_no_change=1,
                                                validation_fraction=None,
                                                warm_start=True))])",0.6156
0,"Pipeline(steps=[('learner', ExtraTreesClassifier())])",0.6152
6,"Pipeline(steps=[('learner', KNeighborsClassifier())])",0.6144
52,"Pipeline(steps=[('data-pre-processor', VarianceThreshold()),
                ('learner',
                 HistGradientBoostingClassifier(early_stopping=True,
                                                l2_regularization=8.483e-10,
                                                learning_rate=0.7163103949228,
                                                max_iter=512,
                                                max_leaf_nodes=886,
                                                min_samples_leaf=79,
                                                n_iter_no_change=5,
                                                validation_fraction=None,
                                                warm_start=True))])",0.6141
56,"Pipeline(steps=[('data-pre-processor', VarianceThreshold()),
                ('learner',
                 HistGradientBoostingClassifier(early_stopping=True,
                                                l2_regularization=1.41213578e-05,
                                                learning_rate=0.7506278018815,
                                                max_iter=512,
                                                max_leaf_nodes=724,
                                                min_samples_leaf=5,
                                                validation_fraction=None,
                                                warm_start=True))])",0.6133
127,"Pipeline(steps=[('data-pre-processor', VarianceThreshold()),
                ('learner',
                 HistGradientBoostingClassifier(early_stopping=False,
                                                l2_regularization=6.2002e-09,
                                                learning_rate=0.5898018213001,
                                                max_iter=512,
                                                max_leaf_nodes=1599,
                                                min_samples_leaf=26,
                                                n_iter_no_change=1,
                                                validation_fraction=None,
                                                warm_start=True))])",0.6117
4,"Pipeline(steps=[('learner', DecisionTreeClassifier())])",0.6042
82,"Pipeline(steps=[('data-pre-processor', VarianceThreshold()),
                ('learner',
                 HistGradientBoostingClassifier(early_stopping=False,
                                                l2_regularization=2.26988e-08,
                                                learning_rate=0.9525135857993,
                                                max_iter=512,
                                                max_leaf_nodes=317,
                                                min_samples_leaf=1,
                                                n_iter_no_change=1,
                                                validation_fraction=None,
                                                warm_start=True))])",0.5983
8,"Pipeline(steps=[('learner', QuadraticDiscriminantAnalysis())])",0.5895
5,"Pipeline(steps=[('learner', GaussianNB())])",0.5884
7,"Pipeline(steps=[('learner', LinearDiscriminantAnalysis())])",0.5848
13,"Pipeline(steps=[('learner', LogisticRegression())])",0.5847
3,"Pipeline(steps=[('learner', BernoulliNB())])",0.5842
30,"Pipeline(steps=[('data-pre-processor', VarianceThreshold()),
                ('feature-pre-processor', SelectPercentile()),
                ('learner', HistGradientBoostingClassifier())])",0.574
31,"Pipeline(steps=[('data-pre-processor', VarianceThreshold()),
                ('feature-pre-processor', GenericUnivariateSelect()),
                ('learner', HistGradientBoostingClassifier())])",0.5735
9,"Pipeline(steps=[('learner', SVC(kernel='linear'))])",
10,"Pipeline(steps=[('learner', SVC())])",
11,"Pipeline(steps=[('learner', SVC(kernel='poly'))])",
12,"Pipeline(steps=[('learner', SVC(kernel='sigmoid'))])",
15,"Pipeline(steps=[('learner', MultinomialNB())])",
16,"Pipeline(steps=[('data-pre-processor', MinMaxScaler()),
                ('learner', HistGradientBoostingClassifier())])",
18,"Pipeline(steps=[('data-pre-processor', PowerTransformer()),
                ('learner', HistGradientBoostingClassifier())])",
19,"Pipeline(steps=[('data-pre-processor', QuantileTransformer()),
                ('learner', HistGradientBoostingClassifier())])",
20,"Pipeline(steps=[('data-pre-processor', RobustScaler()),
                ('learner', HistGradientBoostingClassifier())])",
21,"Pipeline(steps=[('data-pre-processor', StandardScaler()),
                ('learner', HistGradientBoostingClassifier())])",
24,"Pipeline(steps=[('data-pre-processor', VarianceThreshold()),
                ('feature-pre-processor', FeatureAgglomeration()),
                ('learner', HistGradientBoostingClassifier())])",
25,"Pipeline(steps=[('data-pre-processor', VarianceThreshold()),
                ('feature-pre-processor', KernelPCA()),
                ('learner', HistGradientBoostingClassifier())])",
26,"Pipeline(steps=[('data-pre-processor', VarianceThreshold()),
                ('feature-pre-processor', RBFSampler()),
                ('learner', HistGradientBoostingClassifier())])",
27,"Pipeline(steps=[('data-pre-processor', VarianceThreshold()),
                ('feature-pre-processor', Nystroem()),
                ('learner', HistGradientBoostingClassifier())])",
29,"Pipeline(steps=[('data-pre-processor', VarianceThreshold()),
                ('feature-pre-processor', PolynomialFeatures()),
                ('learner', HistGradientBoostingClassifier())])",
