,pipeline,accuracy
1,"Pipeline(steps=[('learner', RandomForestClassifier())])",0.8594
113,"Pipeline(steps=[('data-pre-processor', VarianceThreshold()),
                ('learner',
                 HistGradientBoostingClassifier(early_stopping=True,
                                                l2_regularization=1.8425e-09,
                                                learning_rate=0.1820624516465,
                                                max_iter=512, max_leaf_nodes=88,
                                                min_samples_leaf=168,
                                                n_iter_no_change=9,
                                                validation_fraction=None,
                                                warm_start=True))])",0.8589
23,"Pipeline(steps=[('data-pre-processor', VarianceThreshold()),
                ('feature-pre-processor', FastICA()),
                ('learner', HistGradientBoostingClassifier())])",0.8586
111,"Pipeline(steps=[('data-pre-processor', VarianceThreshold()),
                ('learner',
                 HistGradientBoostingClassifier(early_stopping=False,
                                                l2_regularization=3.2525e-08,
                                                learning_rate=0.1072185388069,
                                                max_iter=512,
                                                max_leaf_nodes=1913,
                                                min_samples_leaf=2,
                                                n_iter_no_change=1,
                                                validation_fraction=None,
                                                warm_start=True))])",0.8582
86,"Pipeline(steps=[('data-pre-processor', VarianceThreshold()),
                ('learner',
                 HistGradientBoostingClassifier(early_stopping=True,
                                                l2_regularization=0.0119015504023,
                                                learning_rate=0.2571294458122,
                                                max_iter=512, max_leaf_nodes=62,
                                                min_samples_leaf=33,
                                                n_iter_no_change=5,
                                                validation_fraction=None,
                                                warm_start=True))])",0.8581
46,"Pipeline(steps=[('data-pre-processor', VarianceThreshold()),
                ('learner',
                 HistGradientBoostingClassifier(early_stopping=True,
                                                l2_regularization=0.0006289412525,
                                                learning_rate=0.1905972353885,
                                                max_iter=512, max_leaf_nodes=72,
                                                min_samples_leaf=16,
                                                n_iter_no_change=11,
                                                validation_fraction=None,
                                                warm_start=True))])",0.858
98,"Pipeline(steps=[('data-pre-processor', VarianceThreshold()),
                ('learner',
                 HistGradientBoostingClassifier(early_stopping=True,
                                                l2_regularization=6.6383e-09,
                                                learning_rate=0.067834863571,
                                                max_iter=512,
                                                max_leaf_nodes=1126,
                                                min_samples_leaf=9,
                                                n_iter_no_change=11,
                                                validation_fraction=0.3951443713397,
                                                warm_start=True))])",0.8578
34,"Pipeline(steps=[('data-pre-processor', VarianceThreshold()),
                ('learner',
                 HistGradientBoostingClassifier(early_stopping=False,
                                                l2_regularization=1.67608e-08,
                                                learning_rate=0.1870821961037,
                                                max_iter=512,
                                                max_leaf_nodes=1412,
                                                min_samples_leaf=4,
                                                n_iter_no_change=1,
                                                validation_fraction=None,
                                                warm_start=True))])",0.8575
53,"Pipeline(steps=[('data-pre-processor', VarianceThreshold()),
                ('learner',
                 HistGradientBoostingClassifier(early_stopping=True,
                                                l2_regularization=1.1478e-09,
                                                learning_rate=0.364952783979,
                                                max_iter=512, max_leaf_nodes=74,
                                                min_samples_leaf=74,
                                                n_iter_no_change=4,
                                                validation_fraction=None,
                                                warm_start=True))])",0.8573
35,"Pipeline(steps=[('data-pre-processor', VarianceThreshold()),
                ('learner',
                 HistGradientBoostingClassifier(early_stopping=True,
                                                l2_regularization=3.798e-10,
                                                learning_rate=0.1453366100156,
                                                max_iter=512,
                                                max_leaf_nodes=313,
                                                min_samples_leaf=61,
                                                n_iter_no_change=3,
                                                validation_fraction=None,
                                                warm_start=True))])",0.8568
60,"Pipeline(steps=[('data-pre-processor', VarianceThreshold()),
                ('learner',
                 HistGradientBoostingClassifier(early_stopping=True,
                                                l2_regularization=0.9435764850196,
                                                learning_rate=0.5187181869409,
                                                max_iter=512, max_leaf_nodes=85,
                                                min_samples_leaf=1,
                                                n_iter_no_change=12,
                                                validation_fraction=None,
                                                warm_start=True))])",0.8566
73,"Pipeline(steps=[('data-pre-processor', VarianceThreshold()),
                ('learner',
                 HistGradientBoostingClassifier(early_stopping=True,
                                                l2_regularization=2.4417e-09,
                                                learning_rate=0.0210776575344,
                                                max_iter=512, max_leaf_nodes=3,
                                                min_samples_leaf=29,
                                                n_iter_no_change=19,
                                                validation_fraction=None,
                                                warm_start=True))])",0.856
67,"Pipeline(steps=[('data-pre-processor', VarianceThreshold()),
                ('learner',
                 HistGradientBoostingClassifier(early_stopping=False,
                                                l2_regularization=0.0003640478362,
                                                learning_rate=0.4183417680876,
                                                max_iter=512, max_leaf_nodes=37,
                                                min_samples_leaf=21,
                                                n_iter_no_change=1,
                                                validation_fraction=None,
                                                warm_start=True))])",0.8555
81,"Pipeline(steps=[('data-pre-processor', VarianceThreshold()),
                ('learner',
                 HistGradientBoostingClassifier(early_stopping=True,
                                                l2_regularization=0.0493632957366,
                                                learning_rate=0.1102076367018,
                                                max_iter=512,
                                                max_leaf_nodes=1197,
                                                min_samples_leaf=55,
                                                n_iter_no_change=15,
                                                validation_fraction=None,
                                                warm_start=True))])",0.8553
49,"Pipeline(steps=[('data-pre-processor', VarianceThreshold()),
                ('learner',
                 HistGradientBoostingClassifier(early_stopping=False,
                                                l2_regularization=1.5960762e-05,
                                                learning_rate=0.6057238575354,
                                                max_iter=512, max_leaf_nodes=4,
                                                min_samples_leaf=12,
                                                n_iter_no_change=1,
                                                validation_fraction=None,
                                                warm_start=True))])",0.8549
121,"Pipeline(steps=[('data-pre-processor', VarianceThreshold()),
                ('learner',
                 HistGradientBoostingClassifier(early_stopping=False,
                                                l2_regularization=5.680313e-07,
                                                learning_rate=0.295702395652,
                                                max_iter=512,
                                                max_leaf_nodes=107,
                                                min_samples_leaf=1,
                                                n_iter_no_change=1,
                                                validation_fraction=None,
                                                warm_start=True))])",0.8546
39,"Pipeline(steps=[('data-pre-processor', VarianceThreshold()),
                ('learner',
                 HistGradientBoostingClassifier(early_stopping=True,
                                                l2_regularization=0.025862336794,
                                                learning_rate=0.2326205626121,
                                                max_iter=512,
                                                max_leaf_nodes=1724,
                                                min_samples_leaf=4,
                                                n_iter_no_change=6,
                                                validation_fraction=0.2350331830451,
                                                warm_start=True))])",0.8536
17,"Pipeline(steps=[('data-pre-processor', Normalizer()),
                ('learner', HistGradientBoostingClassifier())])",0.8535
70,"Pipeline(steps=[('data-pre-processor', VarianceThreshold()),
                ('learner',
                 HistGradientBoostingClassifier(early_stopping=False,
                                                l2_regularization=0.1392807391272,
                                                learning_rate=0.5490141086722,
                                                max_iter=512, max_leaf_nodes=38,
                                                min_samples_leaf=5,
                                                n_iter_no_change=1,
                                                validation_fraction=None,
                                                warm_start=True))])",0.8531
76,"Pipeline(steps=[('data-pre-processor', VarianceThreshold()),
                ('learner',
                 HistGradientBoostingClassifier(early_stopping=False,
                                                l2_regularization=0.0329308103261,
                                                learning_rate=0.9663899252908,
                                                max_iter=512, max_leaf_nodes=14,
                                                min_samples_leaf=30,
                                                n_iter_no_change=1,
                                                validation_fraction=None,
                                                warm_start=True))])",0.8516
63,"Pipeline(steps=[('data-pre-processor', VarianceThreshold()),
                ('learner',
                 HistGradientBoostingClassifier(early_stopping=True,
                                                l2_regularization=5.51878e-08,
                                                learning_rate=0.6193808879807,
                                                max_iter=512,
                                                max_leaf_nodes=1721,
                                                min_samples_leaf=1,
                                                n_iter_no_change=18,
                                                validation_fraction=None,
                                                warm_start=True))])",0.8504
43,"Pipeline(steps=[('data-pre-processor', VarianceThreshold()),
                ('learner',
                 HistGradientBoostingClassifier(early_stopping=True,
                                                l2_regularization=1.99472632e-05,
                                                learning_rate=0.3868570874047,
                                                max_iter=512,
                                                max_leaf_nodes=295,
                                                min_samples_leaf=1,
                                                n_iter_no_change=7,
                                                validation_fraction=0.1875077220016,
                                                warm_start=True))])",0.8498
101,"Pipeline(steps=[('data-pre-processor', VarianceThreshold()),
                ('learner',
                 HistGradientBoostingClassifier(early_stopping=True,
                                                l2_regularization=0.0155394694483,
                                                learning_rate=0.5154038020198,
                                                max_iter=512, max_leaf_nodes=40,
                                                min_samples_leaf=2,
                                                n_iter_no_change=18,
                                                validation_fraction=None,
                                                warm_start=True))])",0.8498
10,"Pipeline(steps=[('learner', SVC())])",0.8466
28,"Pipeline(steps=[('data-pre-processor', VarianceThreshold()),
                ('feature-pre-processor', PCA()),
                ('learner', HistGradientBoostingClassifier())])",0.8457
65,"Pipeline(steps=[('data-pre-processor', VarianceThreshold()),
                ('learner',
                 HistGradientBoostingClassifier(early_stopping=True,
                                                l2_regularization=1.853738e-07,
                                                learning_rate=0.4140222774766,
                                                max_iter=512,
                                                max_leaf_nodes=153,
                                                min_samples_leaf=1,
                                                n_iter_no_change=12,
                                                validation_fraction=None,
                                                warm_start=True))])",0.8454
0,"Pipeline(steps=[('learner', ExtraTreesClassifier())])",0.8453
44,"Pipeline(steps=[('data-pre-processor', VarianceThreshold()),
                ('learner',
                 HistGradientBoostingClassifier(early_stopping=True,
                                                l2_regularization=0.0154596704734,
                                                learning_rate=0.9329260131063,
                                                max_iter=512,
                                                max_leaf_nodes=213,
                                                min_samples_leaf=95,
                                                n_iter_no_change=9,
                                                validation_fraction=None,
                                                warm_start=True))])",0.845
11,"Pipeline(steps=[('learner', SVC(kernel='poly'))])",0.8435
6,"Pipeline(steps=[('learner', KNeighborsClassifier())])",0.8287
13,"Pipeline(steps=[('learner', LogisticRegression())])",0.8197
30,"Pipeline(steps=[('data-pre-processor', VarianceThreshold()),
                ('feature-pre-processor', SelectPercentile()),
                ('learner', HistGradientBoostingClassifier())])",0.8187
4,"Pipeline(steps=[('learner', DecisionTreeClassifier())])",0.8151
7,"Pipeline(steps=[('learner', LinearDiscriminantAnalysis())])",0.8122
9,"Pipeline(steps=[('learner', SVC(kernel='linear'))])",0.8113
3,"Pipeline(steps=[('learner', BernoulliNB())])",0.8032
5,"Pipeline(steps=[('learner', GaussianNB())])",0.8026
8,"Pipeline(steps=[('learner', QuadraticDiscriminantAnalysis())])",0.8019
77,"Pipeline(steps=[('data-pre-processor', VarianceThreshold()),
                ('learner',
                 HistGradientBoostingClassifier(early_stopping=False,
                                                l2_regularization=2.624e-10,
                                                learning_rate=0.6065312982368,
                                                max_iter=512,
                                                max_leaf_nodes=303,
                                                min_samples_leaf=2,
                                                n_iter_no_change=1,
                                                validation_fraction=None,
                                                warm_start=True))])",0.7853
31,"Pipeline(steps=[('data-pre-processor', VarianceThreshold()),
                ('feature-pre-processor', GenericUnivariateSelect()),
                ('learner', HistGradientBoostingClassifier())])",0.7775
80,"Pipeline(steps=[('data-pre-processor', VarianceThreshold()),
                ('learner',
                 HistGradientBoostingClassifier(early_stopping=False,
                                                l2_regularization=0.0001286719041,
                                                learning_rate=0.8101204408521,
                                                max_iter=512, max_leaf_nodes=53,
                                                min_samples_leaf=35,
                                                n_iter_no_change=1,
                                                validation_fraction=None,
                                                warm_start=True))])",0.7519
96,"Pipeline(steps=[('data-pre-processor', VarianceThreshold()),
                ('learner',
                 HistGradientBoostingClassifier(early_stopping=False,
                                                l2_regularization=1.1472e-09,
                                                learning_rate=0.7208623958843,
                                                max_iter=512,
                                                max_leaf_nodes=452,
                                                min_samples_leaf=7,
                                                n_iter_no_change=1,
                                                validation_fraction=None,
                                                warm_start=True))])",0.745
12,"Pipeline(steps=[('learner', SVC(kernel='sigmoid'))])",0.7438
103,"Pipeline(steps=[('data-pre-processor', VarianceThreshold()),
                ('learner',
                 HistGradientBoostingClassifier(early_stopping=False,
                                                l2_regularization=6.650953e-07,
                                                learning_rate=0.9044534302869,
                                                max_iter=512, max_leaf_nodes=39,
                                                min_samples_leaf=2,
                                                n_iter_no_change=1,
                                                validation_fraction=None,
                                                warm_start=True))])",0.7361
15,"Pipeline(steps=[('learner', MultinomialNB())])",
16,"Pipeline(steps=[('data-pre-processor', MinMaxScaler()),
                ('learner', HistGradientBoostingClassifier())])",
18,"Pipeline(steps=[('data-pre-processor', PowerTransformer()),
                ('learner', HistGradientBoostingClassifier())])",
19,"Pipeline(steps=[('data-pre-processor', QuantileTransformer()),
                ('learner', HistGradientBoostingClassifier())])",
20,"Pipeline(steps=[('data-pre-processor', RobustScaler()),
                ('learner', HistGradientBoostingClassifier())])",
21,"Pipeline(steps=[('data-pre-processor', StandardScaler()),
                ('learner', HistGradientBoostingClassifier())])",
24,"Pipeline(steps=[('data-pre-processor', VarianceThreshold()),
                ('feature-pre-processor', FeatureAgglomeration()),
                ('learner', HistGradientBoostingClassifier())])",
25,"Pipeline(steps=[('data-pre-processor', VarianceThreshold()),
                ('feature-pre-processor', KernelPCA()),
                ('learner', HistGradientBoostingClassifier())])",
26,"Pipeline(steps=[('data-pre-processor', VarianceThreshold()),
                ('feature-pre-processor', RBFSampler()),
                ('learner', HistGradientBoostingClassifier())])",
27,"Pipeline(steps=[('data-pre-processor', VarianceThreshold()),
                ('feature-pre-processor', Nystroem()),
                ('learner', HistGradientBoostingClassifier())])",
29,"Pipeline(steps=[('data-pre-processor', VarianceThreshold()),
                ('feature-pre-processor', PolynomialFeatures()),
                ('learner', HistGradientBoostingClassifier())])",
